,ghi,dni,dhi,temp_air,wind_speed,mydatetime,myTZtimestamp,Rad1h,TTT,PPPP,FF,Rad1wh,Rad1Energy,mytimestamp,ACSim,CellTempSim,DCSim
2024-06-03 20:00:00+00:00,2.7777800000000004,0.0,2.7777800000000004,15.32,3.6,2024-06-03 20:00:00.000,2024-06-03 20:00:00,10.0,15.32,101760.0,3.6,2.7777800000000004,1.0916675400000002,1717437600.0,0.4319034353958434,15.386857946822532,1.8553788903183672
2024-06-03 21:00:00+00:00,0.0,0.0,0.0,14.72,3.6,2024-06-03 21:00:00.000,2024-06-03 21:00:00,0.0,14.72,101770.0,3.6,0.0,0.0,1717441200.0,-0.11,14.72,0.0
2024-06-03 22:00:00+00:00,0.0,0.0,0.0,14.22,3.6,2024-06-03 22:00:00.000,2024-06-03 22:00:00,0.0,14.22,101780.0,3.6,0.0,0.0,1717444800.0,-0.11,14.22,0.0
2024-06-03 23:00:00+00:00,0.0,0.0,0.0,13.52,3.6,2024-06-03 23:00:00.000,2024-06-03 23:00:00,0.0,13.52,101800.0,3.6,0.0,0.0,1717448400.0,-0.11,13.52,0.0
2024-06-04 00:00:00+00:00,0.0,0.0,0.0,13.32,3.6,2024-06-04 00:00:00.000,2024-06-04 00:00:00,0.0,13.32,101840.0,3.6,0.0,0.0,1717452000.0,-0.11,13.32,0.0
2024-06-04 01:00:00+00:00,0.0,0.0,0.0,12.72,3.6,2024-06-04 01:00:00.000,2024-06-04 01:00:00,0.0,12.72,101830.0,3.6,0.0,0.0,1717455600.0,-0.11,12.72,0.0
2024-06-04 02:00:00+00:00,0.0,0.0,0.0,12.52,3.6,2024-06-04 02:00:00.000,2024-06-04 02:00:00,0.0,12.52,101800.0,3.6,0.0,0.0,1717459200.0,-0.11,12.52,0.0
2024-06-04 03:00:00+00:00,0.0,0.0,0.0,12.42,3.6,2024-06-04 03:00:00.000,2024-06-04 03:00:00,0.0,12.42,101780.0,3.6,0.0,0.0,1717462800.0,-0.11,12.42,-0.0
2024-06-04 04:00:00+00:00,16.666680000000003,0.0,16.666680000000003,12.72,3.6,2024-06-04 04:00:00.000,2024-06-04 04:00:00,60.0,12.72,101760.0,3.6,16.666680000000003,6.550005240000002,1717466400.0,10.69437974416972,13.121147680935195,12.25272669212089
2024-06-04 05:00:00+00:00,77.77784000000001,0.0,77.32160156975895,13.62,3.6,2024-06-04 05:00:00.000,2024-06-04 05:00:00,280.0,13.62,101780.0,3.6,77.77784000000001,30.566691120000005,1717470000.0,57.169776237140844,15.481088971687623,60.023393187462126
2024-06-04 06:00:00+00:00,177.77792000000002,0.0,175.3943069766998,14.72,3.6,2024-06-04 06:00:00.000,2024-06-04 06:00:00,640.0,14.72,101800.0,3.6,177.77792000000002,69.86672256000001,1717473600.0,133.10312610007227,18.94178643190982,138.32063580108488
2024-06-04 07:00:00+00:00,286.11134000000004,6.075693687195454,279.34098203603463,16.02,3.6,2024-06-04 07:00:00.000,2024-06-04 07:00:00,1030.0,16.02,101830.0,3.6,286.11134000000004,112.44175662000002,1717477200.0,215.83430913601785,22.855705806251216,223.7853954617104
2024-06-04 08:00:00+00:00,388.8892,35.50765310172606,360.94455214179186,17.12,3.6,2024-06-04 08:00:00.000,2024-06-04 08:00:00,1400.0,17.12,101810.0,3.6,388.8892,152.8334556,1717480800.0,297.35933040242975,26.595478496098945,308.15134895688016
2024-06-04 09:00:00+00:00,483.33372,80.10385622996007,402.357712475482,18.12,4.12,2024-06-04 09:00:00.000,2024-06-04 09:00:00,1740.0,18.12,101780.0,4.12,483.33372,189.95015196000003,1717484400.0,363.2853226068224,29.386507414779473,376.4919412467472
2024-06-04 10:00:00+00:00,550.00044,127.03028367375173,405.3476563478863,18.52,4.12,2024-06-04 10:00:00.000,2024-06-04 10:00:00,1980.0,18.52,101760.0,4.12,550.00044,216.15017292000002,1717488000.0,403.42640636977006,31.097047810377436,418.1594412919647
2024-06-04 11:00:00+00:00,577.7782400000001,151.27450289068778,399.57509022821796,19.22,4.12,2024-06-04 11:00:00.000,2024-06-04 11:00:00,2080.0,19.22,101740.0,4.12,577.7782400000001,227.06684832000005,1717491600.0,414.9857918203599,32.20825250915179,430.1672419672769
2024-06-04 12:00:00+00:00,583.3338,159.59344599123827,397.92375449739336,19.62,4.12,2024-06-04 12:00:00.000,2024-06-04 12:00:00,2100.0,19.62,101740.0,4.12,583.3338,229.2501834,1717495200.0,411.2864543646381,32.50776823866246,426.3241888596343
2024-06-04 13:00:00+00:00,561.11156,144.2413278931638,403.53737101512763,19.82,4.63,2024-06-04 13:00:00.000,2024-06-04 13:00:00,2020.0,19.82,101700.0,4.63,561.11156,220.51684308000003,1717498800.0,392.02440061820045,31.668873380765238,406.3187012648807
2024-06-04 14:00:00+00:00,505.55596,104.23392215065037,405.9543469526922,19.92,4.63,2024-06-04 14:00:00.000,2024-06-04 14:00:00,1820.0,19.92,101660.0,4.63,505.55596,198.68349228000002,1717502400.0,355.8685053358677,30.64728425435858,368.7945547639187
2024-06-04 15:00:00+00:00,438.88924000000003,65.92328737849657,387.82251832820083,19.82,4.12,2024-06-04 15:00:00.000,2024-06-04 15:00:00,1580.0,19.82,101620.0,4.12,438.88924000000003,172.48347132,1717506000.0,312.9646777893326,29.554206671555736,324.31060579612307
2024-06-04 16:00:00+00:00,341.66694,20.241598030454877,327.06972913403365,19.62,4.12,2024-06-04 16:00:00.000,2024-06-04 16:00:00,1230.0,19.62,101590.0,4.12,341.66694,134.27510742,1717509600.0,248.84737058428007,27.334272623936734,257.91859228821454
2024-06-04 17:00:00+00:00,230.55574000000001,0.0,226.54677756896598,19.02,4.12,2024-06-04 17:00:00.000,2024-06-04 17:00:00,830.0,19.02,101590.0,4.12,230.55574000000001,90.60840582000002,1717513200.0,170.02131095917125,24.289881652574085,176.42960815242574
2024-06-04 18:00:00+00:00,127.77788000000001,0.0,127.77788000000001,18.12,4.12,2024-06-04 18:00:00.000,2024-06-04 18:00:00,460.0,18.12,101640.0,4.12,127.77788000000001,50.21670684000001,1717516800.0,94.83586670322678,21.092113193505497,98.84143980619066
2024-06-04 19:00:00+00:00,47.222260000000006,0.0,47.222260000000006,16.82,3.6,2024-06-04 19:00:00.000,2024-06-04 19:00:00,170.0,16.82,101640.0,3.6,47.222260000000006,18.558348180000003,1717520400.0,33.39325462483229,17.95658509598305,35.56863988211327
2024-06-04 20:00:00+00:00,2.7777800000000004,0.0,2.7777800000000004,15.72,3.6,2024-06-04 20:00:00.000,2024-06-04 20:00:00,10.0,15.72,101660.0,3.6,2.7777800000000004,1.0916675400000002,1717524000.0,0.4249926234595659,15.786857946822533,1.851486884343581
2024-06-04 21:00:00+00:00,0.0,0.0,0.0,14.52,3.6,2024-06-04 21:00:00.000,2024-06-04 21:00:00,0.0,14.52,101650.0,3.6,0.0,0.0,1717527600.0,-0.11,14.52,0.0
2024-06-04 22:00:00+00:00,0.0,0.0,0.0,13.72,3.6,2024-06-04 22:00:00.000,2024-06-04 22:00:00,0.0,13.72,101660.0,3.6,0.0,0.0,1717531200.0,-0.11,13.72,-0.0
2024-06-04 23:00:00+00:00,0.0,0.0,0.0,13.02,3.6,2024-06-04 23:00:00.000,2024-06-04 23:00:00,0.0,13.02,101700.0,3.6,0.0,0.0,1717534800.0,-0.11,13.02,0.0
2024-06-05 00:00:00+00:00,0.0,0.0,0.0,12.52,3.6,2024-06-05 00:00:00.000,2024-06-05 00:00:00,0.0,12.52,101670.0,3.6,0.0,0.0,1717538400.0,-0.11,12.52,0.0
2024-06-05 01:00:00+00:00,0.0,0.0,0.0,12.12,3.6,2024-06-05 01:00:00.000,2024-06-05 01:00:00,0.0,12.12,101650.0,3.6,0.0,0.0,1717542000.0,-0.11,12.12,0.0
2024-06-05 02:00:00+00:00,0.0,0.0,0.0,11.72,3.6,2024-06-05 02:00:00.000,2024-06-05 02:00:00,0.0,11.72,101630.0,3.6,0.0,0.0,1717545600.0,-0.11,11.72,0.0
2024-06-05 03:00:00+00:00,0.0,0.0,0.0,11.42,3.6,2024-06-05 03:00:00.000,2024-06-05 03:00:00,0.0,11.42,101620.0,3.6,0.0,0.0,1717549200.0,-0.11,11.42,0.0
2024-06-05 04:00:00+00:00,19.444460000000003,0.0,19.444460000000003,11.82,3.6,2024-06-05 04:00:00.000,2024-06-05 04:00:00,70.0,11.82,101620.0,3.6,19.444460000000003,7.641672780000001,1717552800.0,12.842149951486746,12.288005627757727,14.445725394934417
2024-06-05 05:00:00+00:00,86.11118,0.0,85.55178757646249,12.62,3.09,2024-06-05 05:00:00.000,2024-06-05 05:00:00,310.0,12.62,101620.0,3.09,86.11118,33.841693740000004,1717556400.0,63.8134815899053,14.749732573186545,66.86436282170662
2024-06-05 06:00:00+00:00,186.11126000000002,0.0,183.49823961575453,13.82,3.6,2024-06-05 06:00:00.000,2024-06-05 06:00:00,670.0,13.82,101610.0,3.6,186.11126000000002,73.14172518000001,1717560000.0,139.87383578774717,18.23686263289709,145.3115379233973
2024-06-05 07:00:00+00:00,300.00024,9.026232943094056,291.90022425595333,14.82,3.6,2024-06-05 07:00:00.000,2024-06-05 07:00:00,1080.0,14.82,101600.0,3.6,300.00024,117.90009432000001,1717563600.0,228.1501333146808,22.01278415122481,236.52649236662495
2024-06-05 08:00:00+00:00,411.11144,44.91143695765536,374.11533425456537,15.82,4.12,2024-06-05 08:00:00.000,2024-06-05 08:00:00,1480.0,15.82,101590.0,4.12,411.11144,161.56679592,1717567200.0,315.55622088638114,25.48751834052159,327.01006291156943
2024-06-05 09:00:00+00:00,505.55596,96.00681952429194,405.85884360697594,16.62,4.12,2024-06-05 09:00:00.000,2024-06-05 09:00:00,1820.0,16.62,101560.0,4.12,505.55596,198.68349228000002,1717570800.0,379.8196306824664,28.348055240443706,393.6515672395609
2024-06-05 10:00:00+00:00,583.3338,160.3931189735907,397.7669507654861,17.32,4.63,2024-06-05 10:00:00.000,2024-06-05 10:00:00,2100.0,17.32,101540.0,4.63,583.3338,229.2501834,1717574400.0,425.9131070630125,30.110284338697106,441.518666794806
2024-06-05 11:00:00+00:00,613.8893800000001,191.92869977623585,385.7604401671256,17.82,4.63,2024-06-05 11:00:00.000,2024-06-05 11:00:00,2210.0,17.82,101490.0,4.63,613.8893800000001,241.25852634000003,1717578000.0,438.3305485281952,31.02593178143805,454.42506326501194
2024-06-05 12:00:00+00:00,608.3338200000001,187.94279179597555,388.3025652554408,18.22,4.63,2024-06-05 12:00:00.000,2024-06-05 12:00:00,2190.0,18.22,101480.0,4.63,608.3338200000001,239.07519126000003,1717581600.0,427.06262073084093,31.091427264339625,442.714480179028
2024-06-05 13:00:00+00:00,575.0004600000001,158.56044696150863,400.1891417651358,18.52,4.63,2024-06-05 13:00:00.000,2024-06-05 13:00:00,2070.0,18.52,101450.0,4.63,575.0004600000001,225.97518078000004,1717585200.0,400.4243912959204,30.5710248571472,415.04176106419123
2024-06-05 14:00:00+00:00,511.11152000000004,108.65631905744918,406.3537775298233,18.62,4.63,2024-06-05 14:00:00.000,2024-06-05 14:00:00,1840.0,18.62,101390.0,4.63,511.11152000000004,200.86682736000003,1717588800.0,360.1823731996956,29.426533921843948,373.2724964802375
2024-06-05 15:00:00+00:00,433.33368,62.193905136808254,385.3058884418773,18.72,4.12,2024-06-05 15:00:00.000,2024-06-05 15:00:00,1560.0,18.72,101400.0,4.12,433.33368,170.30013624,1717592400.0,311.2052714390857,28.357660837793123,322.4913343870047
2024-06-05 16:00:00+00:00,333.33360000000005,16.964166771428324,320.37016323320506,18.52,4.12,2024-06-05 16:00:00.000,2024-06-05 16:00:00,1200.0,18.52,101370.0,4.12,333.33360000000005,131.00010480000003,1717596000.0,244.34560160218015,26.062599927692478,253.26537312853895
2024-06-05 17:00:00+00:00,227.77796,0.0,223.8639593175169,18.02,4.12,2024-06-05 17:00:00.000,2024-06-05 17:00:00,820.0,18.02,101380.0,4.12,227.77796,89.51673828000001,1717599600.0,168.6264958252933,23.227469733474436,174.9919538660458
2024-06-05 18:00:00+00:00,125.00010000000002,0.0,125.00010000000002,17.22,4.12,2024-06-05 18:00:00.000,2024-06-05 18:00:00,450.0,17.22,101380.0,4.12,125.00010000000002,49.12503930000001,1717603200.0,93.035657145626,20.127502037124938,96.98536215860966
2024-06-05 19:00:00+00:00,44.444480000000006,0.0,44.444480000000006,16.32,4.12,2024-06-05 19:00:00.000,2024-06-05 19:00:00,160.0,16.32,101390.0,4.12,44.444480000000006,17.466680640000003,1717606800.0,31.359516218392887,17.35377850208887,33.47594024819753
2024-06-05 20:00:00+00:00,2.7777800000000004,0.0,2.7777800000000004,14.92,3.6,2024-06-05 20:00:00.000,2024-06-05 20:00:00,10.0,14.92,101440.0,3.6,2.7777800000000004,1.0916675400000002,1717610400.0,0.43881365292496666,14.986857946822532,1.8592704622776477
2024-06-05 21:00:00+00:00,0.0,0.0,0.0,13.92,3.6,2024-06-05 21:00:00.000,2024-06-05 21:00:00,0.0,13.92,101420.0,3.6,0.0,0.0,1717614000.0,-0.11,13.92,0.0
2024-06-05 22:00:00+00:00,0.0,0.0,0.0,13.02,3.6,2024-06-05 22:00:00.000,2024-06-05 22:00:00,0.0,13.02,101420.0,3.6,0.0,0.0,1717617600.0,-0.11,13.02,0.0
2024-06-05 23:00:00+00:00,0.0,0.0,0.0,12.52,3.6,2024-06-05 23:00:00.000,2024-06-05 23:00:00,0.0,12.52,101430.0,3.6,0.0,0.0,1717621200.0,-0.11,12.52,0.0
2024-06-06 00:00:00+00:00,0.0,0.0,0.0,11.92,3.6,2024-06-06 00:00:00.000,2024-06-06 00:00:00,0.0,11.92,101420.0,3.6,0.0,0.0,1717624800.0,-0.11,11.92,0.0
2024-06-06 01:00:00+00:00,0.0,0.0,0.0,11.62,3.6,2024-06-06 01:00:00.000,2024-06-06 01:00:00,0.0,11.62,101410.0,3.6,0.0,0.0,1717628400.0,-0.11,11.62,0.0
2024-06-06 02:00:00+00:00,0.0,0.0,0.0,11.22,3.6,2024-06-06 02:00:00.000,2024-06-06 02:00:00,0.0,11.22,101430.0,3.6,0.0,0.0,1717632000.0,-0.11,11.22,0.0
2024-06-06 03:00:00+00:00,0.0,0.0,0.0,11.12,3.09,2024-06-06 03:00:00.000,2024-06-06 03:00:00,0.0,11.12,101410.0,3.09,0.0,0.0,1717635600.0,-0.11,11.12,0.0
2024-06-06 04:00:00+00:00,19.444460000000003,0.0,19.444460000000003,11.12,3.09,2024-06-06 04:00:00.000,2024-06-06 04:00:00,70.0,11.12,101410.0,3.09,19.444460000000003,7.641672780000001,1717639200.0,12.888741633598732,11.604038119176526,14.489277146407328
2024-06-06 05:00:00+00:00,88.88896000000001,0.0,88.29273968223994,11.92,3.09,2024-06-06 05:00:00.000,2024-06-06 05:00:00,320.0,11.92,101420.0,3.09,88.88896000000001,34.93336128000001,1717642800.0,66.1414973573922,14.117968078757873,69.26147553422297
2024-06-06 06:00:00+00:00,188.88904000000002,0.0,186.1967326276147,13.32,3.09,2024-06-06 06:00:00.000,2024-06-06 06:00:00,680.0,13.32,101430.0,3.09,188.88904000000002,74.23339272000001,1717646400.0,142.16175388009106,17.95535444606899,147.6743057814453
2024-06-06 07:00:00+00:00,308.33358000000004,10.985924488116884,299.2475145079258,14.82,3.6,2024-06-06 07:00:00.000,2024-06-06 07:00:00,1110.0,14.82,101430.0,3.6,308.33358000000004,121.17509694000002,1717650000.0,234.91158931876743,22.226117792519947,243.52017728740296
2024-06-06 08:00:00+00:00,413.88922,46.16839343430854,375.5878542281564,15.82,4.12,2024-06-06 08:00:00.000,2024-06-06 08:00:00,1490.0,15.82,101410.0,4.12,413.88922,162.65846346,1717653600.0,317.5221850857865,25.548888242759748,329.0473244527534
2024-06-06 09:00:00+00:00,516.66708,104.74472449522356,406.58575061348165,16.52,4.12,2024-06-06 09:00:00.000,2024-06-06 09:00:00,1860.0,16.52,101430.0,4.12,516.66708,203.05016244000004,1717657200.0,387.0146362120845,28.473375039272234,401.11972245690174
2024-06-06 10:00:00+00:00,591.66714,169.49047797567297,394.81717802521086,17.22,4.12,2024-06-06 10:00:00.000,2024-06-06 10:00:00,2130.0,17.22,101410.0,4.12,591.66714,232.52518602,1717660800.0,430.1613611433633,30.599602300314164,445.93390161543033
2024-06-06 11:00:00+00:00,633.33384,216.64424577318374,375.45818031290185,17.72,4.12,2024-06-06 11:00:00.000,2024-06-06 11:00:00,2280.0,17.72,101380.0,4.12,633.33384,248.90019912000002,1717664400.0,448.7044951874664,31.732546398669186,465.2113525425867
2024-06-06 12:00:00+00:00,636.11162,223.49306836054933,373.861685859485,18.02,4.63,2024-06-06 12:00:00.000,2024-06-06 12:00:00,2290.0,18.02,101360.0,4.63,636.11162,249.99186666000003,1717668000.0,441.79063459090366,31.345536629713294,458.0224746363586
2024-06-06 13:00:00+00:00,605.55604,194.0895710380891,389.34464177786435,18.22,4.63,2024-06-06 13:00:00.000,2024-06-06 13:00:00,2180.0,18.22,101330.0,4.63,605.55604,237.98352372000002,1717671600.0,414.97331410309147,30.711816058463338,430.1532740962813
2024-06-06 14:00:00+00:00,538.88932,134.31434495003109,406.25428784784395,18.32,4.63,2024-06-06 14:00:00.000,2024-06-06 14:00:00,1940.0,18.32,101310.0,4.63,538.88932,211.78350276,1717675200.0,373.3596237015426,29.520850299568522,386.94557440598976
2024-06-06 15:00:00+00:00,458.3337,79.16150161761568,395.21649527537556,18.32,4.12,2024-06-06 15:00:00.000,2024-06-06 15:00:00,1650.0,18.32,101300.0,4.12,458.3337,180.12514410000003,1717678800.0,324.8413265419165,28.37305884519595,336.6246465823098
2024-06-06 16:00:00+00:00,355.55584000000005,26.293398241230957,337.73579287148965,18.02,4.12,2024-06-06 16:00:00.000,2024-06-06 16:00:00,1280.0,18.02,101280.0,4.12,355.55584000000005,139.73344512000003,1717682400.0,259.4083673860096,26.014594237480207,268.85434698762356
2024-06-06 17:00:00+00:00,244.44464000000002,0.0,239.93572384693948,17.52,4.12,2024-06-06 17:00:00.000,2024-06-06 17:00:00,880.0,17.52,101270.0,4.12,244.44464000000002,96.06674352000002,1717686000.0,181.2457337720288,23.10135891069241,188.02984704122542
2024-06-06 18:00:00+00:00,133.33344000000002,0.0,131.99194428503986,16.82,3.6,2024-06-06 18:00:00.000,2024-06-06 18:00:00,480.0,16.82,101270.0,3.6,133.33344000000002,52.400041920000014,1717689600.0,98.54731819451409,19.997033133779414,102.66817850607619
2024-06-06 19:00:00+00:00,47.222260000000006,0.0,47.222260000000006,16.02,3.6,2024-06-06 19:00:00.000,2024-06-06 19:00:00,170.0,16.02,101290.0,3.6,47.222260000000006,18.558348180000003,1717693200.0,33.51337445628028,17.15658509598305,35.68871199588832
2024-06-06 20:00:00+00:00,2.7777800000000004,0.0,2.7777800000000004,14.72,3.6,2024-06-06 20:00:00.000,2024-06-06 20:00:00,10.0,14.72,101290.0,3.6,2.7777800000000004,1.0916675400000002,1717696800.0,0.4422685386810883,14.786857946822533,1.8612160843434788
2024-06-06 21:00:00+00:00,0.0,0.0,0.0,13.72,3.6,2024-06-06 21:00:00.000,2024-06-06 21:00:00,0.0,13.72,101310.0,3.6,0.0,0.0,1717700400.0,-0.11,13.72,-0.0
2024-06-06 22:00:00+00:00,0.0,0.0,0.0,12.82,3.6,2024-06-06 22:00:00.000,2024-06-06 22:00:00,0.0,12.82,101330.0,3.6,0.0,0.0,1717704000.0,-0.11,12.82,-0.0
2024-06-06 23:00:00+00:00,0.0,0.0,0.0,12.32,3.6,2024-06-06 23:00:00.000,2024-06-06 23:00:00,0.0,12.32,101320.0,3.6,0.0,0.0,1717707600.0,-0.11,12.32,0.0
2024-06-07 00:00:00+00:00,0.0,0.0,0.0,12.02,3.6,2024-06-07 00:00:00.000,2024-06-07 00:00:00,0.0,12.02,101320.0,3.6,0.0,0.0,1717711200.0,-0.11,12.02,0.0
2024-06-07 01:00:00+00:00,0.0,0.0,0.0,11.52,3.6,2024-06-07 01:00:00.000,2024-06-07 01:00:00,0.0,11.52,101310.0,3.6,0.0,0.0,1717714800.0,-0.11,11.52,0.0
2024-06-07 02:00:00+00:00,0.0,0.0,0.0,11.52,3.6,2024-06-07 02:00:00.000,2024-06-07 02:00:00,0.0,11.52,101310.0,3.6,0.0,0.0,1717718400.0,-0.11,11.52,0.0
2024-06-07 03:00:00+00:00,0.0,0.0,0.0,11.52,3.6,2024-06-07 03:00:00.000,2024-06-07 03:00:00,0.0,11.52,101310.0,3.6,0.0,0.0,1717722000.0,-0.11,11.52,0.0
2024-06-07 04:00:00+00:00,19.444460000000003,0.0,19.444460000000003,11.92,3.6,2024-06-07 04:00:00.000,2024-06-07 04:00:00,70.0,11.92,101300.0,3.6,19.444460000000003,7.641672780000001,1717725600.0,12.83533658667147,12.388005627757726,14.439356899714666
2024-06-07 05:00:00+00:00,91.66674,0.0,91.0325132998647,12.62,3.09,2024-06-07 05:00:00.000,2024-06-07 05:00:00,330.0,12.62,101400.0,3.09,91.66674,36.02502882,1717729200.0,68.09483080096048,14.886174374930421,71.2753350743448
2024-06-07 06:00:00+00:00,194.4446,0.0,191.59087104622319,13.92,3.6,2024-06-07 06:00:00.000,2024-06-07 06:00:00,700.0,13.92,101410.0,3.6,194.4446,76.4167278,1717732800.0,146.1144947514149,18.531668005737256,151.7543939852362
2024-06-07 07:00:00+00:00,313.88914000000005,12.369397239120877,304.0581915372359,15.42,3.6,2024-06-07 07:00:00.000,2024-06-07 07:00:00,1130.0,15.42,101400.0,3.6,313.88914000000005,123.35843202000002,1717736400.0,238.85623165777244,22.96768493645433,247.5982402557708
2024-06-07 08:00:00+00:00,425.00034000000005,51.646170920007904,381.2676432235811,16.72,3.6,2024-06-07 08:00:00.000,2024-06-07 08:00:00,1530.0,16.72,101410.0,3.6,425.00034000000005,167.02513362000002,1717740000.0,324.0400570084756,27.046849959935198,335.79818098313064
2024-06-07 09:00:00+00:00,527.7782000000001,114.13177441258635,406.6456454879892,17.62,4.12,2024-06-07 09:00:00.000,2024-06-07 09:00:00,1900.0,17.62,101400.0,4.12,527.7782000000001,207.41683260000005,1717743600.0,392.42658388313924,29.798327216733373,406.7373149091023
2024-06-07 10:00:00+00:00,600.00048,179.09729015098472,391.4940547434418,18.32,4.12,2024-06-07 10:00:00.000,2024-06-07 10:00:00,2160.0,18.32,101390.0,4.12,600.00048,235.80018864000002,1717747200.0,433.25082314791524,31.858491523307823,449.1468460736881
2024-06-07 11:00:00+00:00,611.1116000000001,188.32468810257467,386.7079198617183,18.82,4.12,2024-06-07 11:00:00.000,2024-06-07 11:00:00,2200.0,18.82,101360.0,4.12,611.1116000000001,240.16685880000003,1717750800.0,434.03940611777296,32.41104487885447,449.9674878871972
2024-06-07 12:00:00+00:00,611.1116000000001,191.05783748852082,386.7079198617183,19.12,4.12,2024-06-07 12:00:00.000,2024-06-07 12:00:00,2200.0,19.12,101340.0,4.12,611.1116000000001,240.16685880000003,1717754400.0,426.07637244957687,32.46585172034599,441.6914538891555
2024-06-07 13:00:00+00:00,575.0004600000001,158.27052744631743,399.903673420308,19.52,4.12,2024-06-07 13:00:00.000,2024-06-07 13:00:00,2070.0,19.52,101320.0,4.12,575.0004600000001,225.97518078000004,1717758000.0,398.09828108494884,31.973003469081313,412.6258349823573
2024-06-07 14:00:00+00:00,516.66708,113.29188274824175,406.4886994160226,19.72,4.12,2024-06-07 14:00:00.000,2024-06-07 14:00:00,1860.0,19.72,101300.0,4.12,516.66708,203.05016244000004,1717761600.0,360.75390887564885,30.975179382446417,373.86245514284303
2024-06-07 15:00:00+00:00,438.88924000000003,65.59916220027061,387.6665491076119,19.72,4.12,2024-06-07 15:00:00.000,2024-06-07 15:00:00,1580.0,19.72,101290.0,4.12,438.88924000000003,172.48347132,1717765200.0,313.05192439753785,29.453223259458106,324.4013688121505
2024-06-07 16:00:00+00:00,347.2225,22.630686391286304,331.37031006693906,19.42,4.12,2024-06-07 16:00:00.000,2024-06-07 16:00:00,1250.0,19.42,101330.0,4.12,347.2225,136.45844250000002,1717768800.0,252.7219042823489,27.24895319760461,261.9286851998282
2024-06-07 17:00:00+00:00,250.00020000000004,0.0,245.28281132130775,19.42,3.6,2024-06-07 17:00:00.000,2024-06-07 17:00:00,900.0,19.42,101480.0,3.6,250.00020000000004,98.25007860000002,1717772400.0,183.8463333316296,25.32416521363933,190.709670211547
2024-06-07 18:00:00+00:00,133.33344000000002,0.0,131.99160499806086,18.62,3.6,2024-06-07 18:00:00.000,2024-06-07 18:00:00,480.0,18.62,101460.0,3.6,133.33344000000002,52.400041920000014,1717776000.0,97.84159632982566,21.797025002926578,101.94034429699136
2024-06-07 19:00:00+00:00,47.222260000000006,0.0,47.222260000000006,17.42,3.6,2024-06-07 19:00:00.000,2024-06-07 19:00:00,170.0,17.42,101480.0,3.6,47.222260000000006,18.558348180000003,1717779600.0,33.30313008311531,18.556585095983053,35.47856042803704
2024-06-07 20:00:00+00:00,2.7777800000000004,0.0,2.7777800000000004,15.82,3.09,2024-06-07 20:00:00.000,2024-06-07 20:00:00,10.0,15.82,101490.0,3.09,2.7777800000000004,1.0916675400000002,1717783200.0,0.42322525593878674,15.889148302739505,1.8504915284153354
2024-06-07 21:00:00+00:00,0.0,0.0,0.0,14.72,3.09,2024-06-07 21:00:00.000,2024-06-07 21:00:00,0.0,14.72,101510.0,3.09,0.0,0.0,1717786800.0,-0.11,14.72,0.0
2024-06-07 22:00:00+00:00,0.0,0.0,0.0,13.82,3.09,2024-06-07 22:00:00.000,2024-06-07 22:00:00,0.0,13.82,101520.0,3.09,0.0,0.0,1717790400.0,-0.11,13.82,0.0
2024-06-07 23:00:00+00:00,0.0,0.0,0.0,12.82,3.09,2024-06-07 23:00:00.000,2024-06-07 23:00:00,0.0,12.82,101500.0,3.09,0.0,0.0,1717794000.0,-0.11,12.82,-0.0
2024-06-08 00:00:00+00:00,0.0,0.0,0.0,12.22,3.09,2024-06-08 00:00:00.000,2024-06-08 00:00:00,0.0,12.22,101500.0,3.09,0.0,0.0,1717797600.0,-0.11,12.22,0.0
2024-06-08 01:00:00+00:00,0.0,0.0,0.0,11.82,3.09,2024-06-08 01:00:00.000,2024-06-08 01:00:00,0.0,11.82,101490.0,3.09,0.0,0.0,1717801200.0,-0.11,11.82,-0.0
2024-06-08 02:00:00+00:00,0.0,0.0,0.0,11.42,3.09,2024-06-08 02:00:00.000,2024-06-08 02:00:00,0.0,11.42,101480.0,3.09,0.0,0.0,1717804800.0,-0.11,11.42,0.0
2024-06-08 03:00:00+00:00,0.0,0.0,0.0,11.22,3.09,2024-06-08 03:00:00.000,2024-06-08 03:00:00,0.0,11.22,101480.0,3.09,0.0,0.0,1717808400.0,-0.11,11.22,0.0
2024-06-08 04:00:00+00:00,19.444460000000003,0.0,19.444460000000003,11.52,3.09,2024-06-08 04:00:00.000,2024-06-08 04:00:00,70.0,11.52,101490.0,3.09,19.444460000000003,7.641672780000001,1717812000.0,12.861495750780822,12.004038119176526,14.463808494615638
